contented,"['satisfied', 'pleased', 'glad', 'content', 'comfortable']"
torn,"['divided', 'damaged', 'broken', 'cracked', 'burst', 'split', 'rent', 'ripped', 'sliced', 'snapped']"
financed,"['banking', 'economics', 'investment', 'business', 'money', 'accounts']"
city,"['civic', 'civil', 'municipal', 'urban']"
municipal,"['city', 'civic', 'civil', 'community', 'corporate', 'domestic', 'home', 'incorporated', 'internal', 'local', 'metropolitan', 'native', 'public', 'town', 'urban']"
corporate,"['joint', 'collective', 'combined', 'common', 'incorporated', 'shared', 'united', 'associated', 'pooled']"
joint,"['collective', 'cooperative', 'public', 'united', 'joined', 'common', 'mutual']"
incorporated,"['integrated', 'joined']"
metropolitan,"['urban', 'city', 'modern', 'municipal']"
country,[]
rural,"['agricultural', 'farm', 'natural', 'ranch', 'simple']"
agricultural,"['rural', 'ranch']"
suburban,"['rural', 'country']"
published,"['reported', 'issued', 'presented', 'broadcast', 'released', 'printed', 'voiced', 'announced', 'proclaimed']"
presented,"['given', 'granted']"
printed,[]
blanket,"['sweeping', 'absolute', 'overall', 'powerful']"
worldwide,"['international', 'extensive', 'global', 'comprehensive', 'common', 'universal']"
magnetic,"['appealing', 'charming', 'entrancing', 'fascinating', 'inviting', 'arresting', 'pulling']"
pretty,"['beautiful', 'cute', 'charming', 'pleasant', 'elegant', 'neat', 'lovely', 'handsome', 'appealing', 'delicate', 'fair', 'fine', 'nice', 'picture', 'pleasing']"
treasuring,"['wealth', 'gold', 'riches', 'cash', 'valuable', 'money', 'reserve', 'prize', 'fortune', 'funds', 'capital', 'find', 'store']"
gold,[]
reserving,"['plant', 'wealth', 'fund', 'inventory', 'capital', 'stock', 'resources', 'assets', 'provisions', 'drop', 'insurance', 'store']"
included,"['numbered', 'involved', 'incorporated', 'covered', 'entered', 'inserted', 'combined', 'constituted', 'admitted', 'comprised', 'counted']"
numbered,"['indicated', 'marked', 'specified', 'included', 'fixed', 'checked', 'contained', 'totalled', 'counted', 'told']"
indicated,"['recorded', 'registered', 'determined', 'marked']"
entered,"['recorded', 'listed', 'enrolled', 'posted']"
inserted,['added']
rejected,"['dropped', 'abandoned', 'refused', 'deserted', 'returned', 'denied']"
opposite,"['reversed', 'independent', 'reverse', 'separate', 'counter', 'facing', 'hostile', 'different', 'diverse', 'opposed', 'differing', 'contrasted', 'fronting']"
reversed,"['opposite', 'turned']"
deeper,"['wide', 'rooted', 'profound', 'far', 'broad', 'buried', 'low', 'below', 'beneath', 'distant', 'sunk']"
abstracted,"['withdrawn', 'remote']"
heavier,"['huge', 'excessive', 'big', 'fat', 'large', 'substantial', 'massive', 'considerable', 'built', 'loaded', 'pregnant']"
wider,"['full', 'broad', 'loose', 'deep', 'large', 'extensive', 'vast', 'advanced', 'comprehensive', 'general', 'liberal', 'open', 'progressive', 'radical', 'sweeping', 'universal', 'expanded']"
fewer,"['minority', 'less', 'slight', 'lean', 'short', 'minute', 'scattering', 'minor', 'occasional', 'rare', 'scattered', 'seldom', 'some', 'thin']"
tragic,"['sad', 'deadly', 'fatal', 'painful', 'awful', 'terrible', 'shocking', 'unhappy', 'crushing']"
calming,[]
affecting,"['touching', 'stirring']"
provoking,['disturbing']
bordering,"['neighboring', 'near', 'touching', 'edging', 'skirting']"
practically,"['essentially', 'approximately', 'virtually', 'nearly', 'basically', 'much', 'about', 'most']"
referring,"['mentioning', 'suggesting', 'quoting', 'remarking', 'attributing', 'implying', 'citing', 'hinting', 'indicating']"
mentioning,"['saying', 'noting', 'observing']"
noting,"['seeing', 'perceiving', 'observing']"
seeing,"['regarding', 'noticing', 'perceiving', 'awake', 'aware', 'conscious', 'viewing', 'looking', 'witnessing', 'surveying']"
regarding,"['respecting', 'about']"
respecting,"['concerning', 'about']"
noticing,"['seeing', 'regarding', 'observing']"
observing,['aware']
perceiving,"['observing', 'aware', 'conscious', 'sensitive']"
suggesting,"['saying', 'implying']"
quoting,"['announcing', 'citing', 'copying', 'naming', 'stating']"
remarking,"['saying', 'word', 'explanation', 'attention', 'note', 'thought', 'statement', 'opinion', 'talk', 'conclusion', 'point', 'mind', 'interpretation', 'recognition', 'notice', 'regard', 'mention', 'consideration', 'reflection', 'expression']"
slighter,"['modest', 'minor', 'off', 'fat', 'outside', 'remote', 'weak']"
mentioned,"['voiced', 'quoted', 'specified', 'suggested', 'named', 'considered', 'declared', 'cited', 'intimated', 'discussed', 'revealed', 'communicated', 'told']"
typed,['copied']
witnessed,"['supported', 'endorsed', 'alleged', 'valid']"
rented,"['let', 'lent', 'occupied', 'hired', 'contracted', 'chartered']"
lent,"['borrowed', 'given']"
borrowed,['rented']
owned,"['kept', 'held', 'inherited', 'retained', 'bought', 'purchased', 'had', 'enjoyed']"
bought,['acquired']
sold,[]
interfering,['interrupting']
live,"['alive', 'living', 'breathing', 'aware', 'conscious', 'vital']"
controversial,"['suspect', 'uncertain', 'disputed', 'contended']"
walking,"['hiking', 'marching', 'wandering']"
hiking,"['wandering', 'marching', 'exploring', 'walking']"
wandering,"['traveling', 'drifting']"
traveling,"['carried', 'mobile', 'shipped', 'moving', 'passing', 'conveyed']"
marching,"['proceeding', 'hiking', 'walking', 'parading', 'checking', 'patrolling', 'pacing', 'stepping', 'filing']"
loving,"['generous', 'loyal', 'devoted', 'friendly', 'warm', 'dear', 'romantic', 'respecting', 'concerned', 'tender', 'liking', 'anxious', 'kind', 'caring', 'admiring', 'attached']"
overlooked,"['forgotten', 'missing', 'excluded']"
decked,"['decorate', 'trim', 'appoint', 'array', 'dress', 'grace']"
stripped,"['bare', 'exposed', 'naked', 'peeled']"
peeled,"['shell', 'cover', 'peeling']"
recruited,['initiated']
rumored,"['said', 'broadcast', 'prevailing', 'told']"
priced,"['estimated', 'worth', 'costing']"
through,"['over', 'complete', 'completed', 'ended', 'finished', 'concluded']"
opened,['free']
shortest,"['precise', 'brief', 'pointed', 'little', 'summary', 'bare', 'short-term', 'diminished', 'decreased']"
succeeding,"['consecutive', 'next', 'subsequent']"
chemical,[]
theoretical,"['abstract', 'intellectual', 'vague', 'academic', 'philosophical', 'logical', 'assumed', 'general', 'ideal', 'pure', 'instanced']"
derived,"['borrowed', 'copied']"
netted,"['woven', 'spun']"
woven,['netted']
profited,"['product', 'saving', 'revenue', 'yield', 'value', 'return', 'benefit', 'production', 'percentage', 'earnings', 'interest', 'income', 'output', 'harvest', 'proceeds', 'acquisition', 'gross', 'use', 'advantage', 'net', 'killing']"
net,"['exclusive', 'clear', 'remaining', 'final', 'pure', 'excluding']"
won,"['gained', 'triumphed']"
triumphed,"['joy', 'pride', 'celebration']"
homer,"['central', 'family', 'familiar', 'household', 'local', 'national', 'native', 'internal']"
commercial,"['financial', 'economic', 'exchange', 'trade', 'trading', 'market', 'retail', 'fiscal', 'popular', 'sales', 'retailing', 'supplying']"
financial,"['fiscal', 'economic', 'commercial', 'banking', 'business', 'pocket', 'budgeting', 'numbers']"
fiscal,"['economic', 'financial', 'commercial', 'money', 'pocket']"
economic,"['fiscal', 'industrial', 'commercial', 'material', 'productive']"
industrial,"['technical', 'modern', 'mechanical', 'business', 'manufacturing']"
technical,"['industrial', 'scientific', 'mechanical', 'professional', 'specialized', 'special', 'restricted']"
mechanical,"['automatic', 'cold', 'fixed', 'routine', 'stereotyped', 'useful', 'programmed']"
automatic,"['mechanical', 'electronic', 'electric']"
electronic,[]
electric,"['magnetic', 'dynamic', 'stirring', 'charged', 'exciting', 'stimulating']"
manual,"['human', 'standard', 'physical']"
human,"['personal', 'animal', 'individual', 'vulnerable']"
retailing,"['distribute', 'trade', 'market']"
exploited,"['abused', 'milked']"
escaped,['free']
behaved,"['react', 'perform', 'operate', 'act', 'work', 'run', 'take']"
alone,"['only', 'abandoned', 'deserted', 'individual', 'isolated', 'lonely', 'single', 'sole', 'onliest']"
only,"['alone', 'apart', 'exclusive', 'individual', 'isolated', 'one', 'particular', 'single', 'sole', 'unique', 'onliest']"
onliest,"['alone', 'apart', 'exclusive', 'individual', 'isolated', 'one', 'particular', 'single', 'sole', 'unique', 'onliest']"
closest,"['warm', 'neighboring', 'approaching', 'immediate', 'nearly', 'next', 'nearest']"
nearest,"['neighboring', 'immediate', 'nearby', 'burning', 'touching', 'ready', 'close', 'bordering', 'alongside', 'around', 'available', 'beside', 'practically']"
resembling,[]
doubting,['suspicious']
wondering,['admiring']
reaching,"['touching', 'meeting', 'stretching', 'embracing', 'joining']"
extending,"['spreading', 'continuing', 'approaching', 'continuous', 'endless', 'stretching', 'ranging']"
ranging,['feeding']
grasping,['mean']
reluctant,"['slow', 'uncertain', 'shy', 'afraid', 'calculating', 'discouraged', 'hesitating', 'opposed']"
hesitating,['uncertain']
delaying,[]
still,"['closed', 'smooth', 'sealed', 'stable', 'fixed', 'peaceful', 'silent']"
speaking,"['oral', 'vocal', 'verbal']"
swimming,['floating']
average,"['ordinary', 'regular', 'moderate', 'medium', 'general', 'mainstream', 'fair', 'familiar', 'plastic', 'common', 'standard', 'everyday', 'usual']"
mainstream,"['dominant', 'normal', 'average', 'primary', 'general', 'current', 'regular', 'common', 'standard', 'accepted', 'conventional', 'established', 'popular', 'typical', 'widespread']"
daily,"['regularly', 'often', 'constantly', 'regular', 'routine', 'everyday', 'ordinary', 'common']"
surrounded,"['ringed', 'fenced']"
fenced,"['bar', 'wall', 'rail', 'railing', 'net', 'block', 'stop', 'guard', 'defense', 'boards', 'posts', 'paling', 'stakes', 'chains']"
boards,"['panel', 'strip', 'timber']"
upstairs,"['upper', 'above']"
posts,"['pole', 'panel', 'leg', 'column', 'stake', 'rail', 'standard', 'pile', 'pale', 'stock']"
stakes,"['rod', 'stick', 'post', 'pale', 'paling']"
chance,"['casual', 'happy', 'lucky', 'odd']"
deepest,[]
colored,"['shaded', 'washed']"
shaded,"['sheltered', 'screened', 'vague', 'shadowed']"
washed,['cleaned']
soiled,['ruined']
minded,"['determined', 'decided', 'willing', 'planning', 'liking', 'convinced', 'resolved', 'intending', 'contemplating', 'purposing']"
purposing,"['function', 'desire', 'direction', 'goal', 'determination', 'wish', 'view', 'idea', 'project', 'reason', 'intent', 'principle', 'ambition', 'objective', 'scope', 'scheme', 'target', 'plan', 'prospect', 'resolve', 'end', 'point', 'calculation', 'object', 'drift', 'expectation', 'mission', 'will', 'design', 'destination', 'dream', 'proposal', 'hope']"
democratic,"['constitutional', 'free', 'popular', 'common', 'equal', 'friendly', 'informal', 'just']"
voluntary,"['chosen', 'independent', 'free', 'volunteer', 'elected', 'freely', 'intended', 'opted', 'willed', 'wished']"
freely,"['openly', 'deliberately', 'frankly']"
willed,"['desire', 'discipline', 'resolve', 'power', 'wish', 'decision', 'mind', 'intention', 'attitude', 'determination', 'passion', 'feeling', 'resolution', 'character', 'design', 'liking', 'urge', 'option', 'purpose', 'longing', 'conviction', 'aim', 'pleasure', 'preference', 'pining', 'wishes']"
disagreeing,[]
confronting,"['opposing', 'meeting', 'encountering']"
defensive,"['opposing', 'conservative', 'arresting', 'preventive', 'checking', 'defending', 'frustrating', 'guarding', 'interrupting', 'protecting']"
preventive,"['defending', 'defensive', 'protective']"
protective,"['warm', 'defensive', 'careful', 'conservative', 'covering', 'emergency', 'protecting', 'sheltering']"
sheltering,"['shed', 'house', 'apartment', 'safety', 'home', 'refuge', 'tent', 'guard', 'defense', 'port', 'retirement', 'hide', 'housing', 'cave', 'pen', 'pad', 'preserve', 'screen', 'shadow', 'security', 'retreat', 'cover', 'roof', 'shade', 'tower', 'rack', 'digs']"
disputing,"['row', 'discussion', 'controversy', 'debate', 'conflict', 'beef', 'words']"
rioting,"['protest', 'storm', 'trouble', 'burst', 'scene', 'row', 'stir', 'confusion', 'shower']"
innovative,"['new', 'original', 'contemporary']"
graduated,"['invested', 'passed', 'promoted']"
ongoing,"['current', 'growing', 'continuing', 'successful', 'heading', 'marching', 'unfolding', 'advancing', 'developing', 'evolving', 'progressing']"
jumping,"['dynamic', 'beating', 'shaking', 'active', 'springing', 'bouncing', 'leaping', 'skipping']"
exported,"['ship', 'dump', 'transport', 'convey']"
introduced,['received']
colorful,"['bright', 'rich', 'gay', 'intense', 'loud']"
mated,"['companion', 'bride', 'spouse', 'colleague', 'twin', 'intimate', 'assistant', 'friend', 'associate', 'familiar', 'peer', 'double', 'counterpart', 'match', 'coordinate']"
coordinate,"['correspondent', 'like', 'equal', 'same', 'counterpart', 'alike']"
fallen,"['shaken', 'loose', 'shamed', 'collapsed']"
shaken,"['upset', 'overcome']"
shamed,"['embarrassed', 'guilty']"
blind,['dark']
sighted,"['observed', 'located', 'visible']"
observed,"['realized', 'recognized', 'noticed', 'marked', 'discovered', 'heard', 'examined', 'watched', 'perceived', 'noted', 'found', 'attended', 'checked', 'detected', 'seen', 'viewed', 'regarded', 'surveyed', 'revealed', 'contemplated']"
noticed,"['recorded', 'observed', 'perceived', 'remarked']"
examined,"['tested', 'investigated']"
watched,"['minded', 'patrolled']"
patrolled,"['spy', 'watching', 'watch', 'protection', 'defending', 'protecting', 'rounds']"
rounds,"['rounded', 'curved', 'bowed', 'looped', 'bent', 'ringed']"
washing,[]
distinguishing,"['characteristic', 'different']"
visual,"['observed', 'visible', 'seen', 'viewed']"
iron,"['steel', 'firm', 'heavy', 'thick', 'cruel', 'dense', 'strong']"
reviewed,"['investigated', 'abstracted', 'considered', 'outlined', 'studied', 'examined', 'criticized', 'surveyed', 'analyzed', 'judged']"
bombed,"['loaded', 'faced']"
bursting,"['breaking', 'exploding']"
consuming,"['exhausting', 'intense']"
lighted,"['sunny', 'bright', 'rich', 'clear', 'shining', 'brilliant', 'flashing']"
drugged,"['loaded', 'ripped']"
stricken,"['harmed', 'injured', 'wounded']"
scratched,"['score', 'hurt']"
framed,"['wrapped', 'mounted', 'outlined', 'bordered']"
mounted,"['seated', 'riding']"
seated,"['placed', 'settled', 'located', 'established', 'set', 'rooted', 'installed', 'arranged']"
beamed,"['broadcast', 'sent', 'channeled']"
channeled,"['medium', 'means', 'tunnel', 'route', 'carrier', 'course', 'pass', 'chase', 'tube', 'passage', 'way', 'main', 'approach', 'sound', 'dig', 'pipe', 'chamber']"
seeming,"['surface', 'appearing']"
slightest,"['modest', 'minor', 'off', 'fat', 'outside', 'remote', 'weak']"
merest,"['simple', 'sheer', 'bare', 'minor', 'pure', 'poor', 'entire', 'little', 'plain', 'common', 'small', 'complete', 'very']"
tiniest,"['slight', 'little', 'minimum', 'minute', 'pocket']"
meanest,"['close', 'tight']"
minutest,"['precise', 'tiny', 'minimal', 'little', 'fine', 'exact', 'invisible']"
spent,"['wasted', 'finished', 'used', 'lost', 'shot', 'weakened', 'drained', 'blown', 'exhausted', 'consumed']"
blown,"['blasted', 'fanned']"
flagging,"['fading', 'tired', 'tiring', 'fatigued', 'weak', 'weakening']"
perfected,"['full', 'developed', 'elaborate', 'accomplished', 'finished']"
rendered,"['accomplished', 'done', 'effected', 'concluded']"
represented,"['interpreted', 'illustrated', 'drawn', 'defined', 'described', 'expressed', 'characterized', 'pictured', 'mirrored', 'revealed', 'portrayed']"
interpreted,"['understood', 'explained']"
explained,"['related', 'interpreted', 'told']"
displayed,"['visible', 'shown']"
shown,"['exposed', 'presented', 'displayed', 'exhibited', 'demonstrated']"
exhibited,"['displayed', 'presented']"
translated,"['rendered', 'adapted']"
braved,"['daring', 'confident', 'strong', 'firm', 'game', 'forward']"
mailed,"['delivered', 'shipped']"
teenage,['young']
paid,[]
eligible,"['likely', 'qualified', 'acceptable', 'suitable', 'appropriate', 'becoming', 'fitted', 'licensed', 'proper', 'suited', 'trained']"
own,"['owned', 'mine', 'individual', 'inherent', 'particular', 'personal', 'private', 'resident']"
clouded,"['concerned', 'troubled', 'uncertain', 'unknown', 'vague']"
tying,['restricting']
joking,['funny']
earliest,['original']
trailing,['hunting']
volunteered,['offered']
boiling,"['baking', 'warm', 'burning', 'hot', 'tropical']"
baking,"['boiling', 'burning', 'hot']"
judicial,"['administrative', 'constitutional', 'distinguished', 'official', 'regular']"
artistic,"['creative', 'dramatic', 'aesthetic', 'musical', 'elegant', 'fine', 'grand', 'ideal', 'pleasing', 'sensitive', 'stimulating']"
aesthetic,"['artistic', 'creative']"
musical,"['vocal', 'sweet', 'pleasing', 'blending']"
forbidding,"['threatening', 'tough', 'hostile', 'offensive', 'ugly']"
diplomatic,"['strategic', 'calculating', 'capable', 'cunning', 'delicate', 'sensitive', 'sharp', 'smooth', 'subtle']"
strategic,"['important', 'critical', 'vital', 'key', 'necessary']"
jarring,"['harsh', 'loud']"
clinical,"['scientific', 'cold', 'objective']"
threatened,"['vulnerable', 'exposed', 'warned']"
warned,"['informed', 'advised', 'told']"
homeless,"['refugee', 'wandering', 'abandoned']"
abroad,"['elsewhere', 'away', 'traveling', 'touring']"
touring,['journeying']
journeying,"['campaign', 'expedition', 'course', 'migration', 'trip', 'travel', 'visit', 'passage', 'quest', 'adventure', 'progress', 'hike', 'drive', 'tour', 'exploration', 'crossing', 'wandering', 'route', 'patrol', 'transit', 'traveling', 'march', 'run', 'venture', 'beat', 'constitutional', 'range', 'survey', 'circuit', 'round', 'airing']"
oldest,"['earliest', 'first', 'original']"
grateful,['pleased']
contenting,"['willing', 'contented', 'satisfied', 'comfortable']"
wooden,"['board', 'frame', 'log', 'plant', 'timber']"
performing,"['operating', 'doing', 'acting', 'effecting', 'achieving']"
prevented,"['stopped', 'interrupted', 'blocked']"
stopped,"['interrupted', 'blocked', 'cancelled']"
welcomed,"['accepted', 'greeted']"
tending,"['given', 'leaning', 'likely']"
nursing,"['attending', 'tending', 'fostering']"
sucking,[]
founded,['established']
feared,[]
realistic,"['real', 'rational', 'practical', 'reasonable', 'hard', 'sound']"
continent,['modest']
aimed,"['directed', 'intended', 'calculated', 'marked', 'anticipated', 'planned', 'designed', 'steered']"
thinking,"['rational', 'bright', 'reasonable']"
multiple,"['numerous', 'different', 'various', 'collective', 'diverse', 'many', 'mixed', 'several', 'varied']"
desiring,['needing']
piping,"['sharp', 'loud']"
stuck,['fast']
combining,"['connecting', 'linking']"
connecting,"['coupling', 'joined', 'linking', 'combining', 'bridging', 'pairing', 'attaching', 'uniting', 'associating', 'relating', 'mixing']"
linking,"['combining', 'coupling', 'associating', 'joining']"
leagued,"['conference', 'group', 'society', 'club', 'company', 'union', 'organization', 'alliance', 'partnership', 'gang', 'ring', 'unit', 'bunch', 'crew', 'combine', 'circle', 'combination', 'outfit', 'band', 'pool', 'coalition', 'circuit', 'order', 'loop']"
class,"['fine', 'sharp']"
accompanying,['with']
paired,"['double', 'mated']"
swinging,['waving']
hip,"['modern', 'contemporary', 'sophisticated', 'new', 'smart', 'current', 'now', 'latest', 'popular']"
pumped,"['inspired', 'moved', 'delighted', 'stimulated', 'charged', 'eager', 'wild', 'stirred']"
edged,"['end', 'boundary', 'point', 'tip', 'mouth', 'side', 'shore', 'rim', 'lip', 'peak', 'threshold', 'corner', 'line', 'margin', 'frame', 'bound', 'bend', 'limb', 'ring', 'skirt', 'frontier', 'split', 'term', 'butt', 'hook', 'turn', 'limit', 'trimming']"
side,"['secondary', 'lesser', 'skirting']"
charted,"['table', 'plot', 'outline', 'scheme']"
processed,"['handled', 'prepared', 'fixed']"
structural,"['constitutional', 'basic', 'organic']"
whispered,"['quiet', 'muttered', 'breathed']"
breathed,"['sigh', 'pant', 'fan', 'scent']"
damaging,"['bad', 'evil']"
reminded,"['advised', 'prompted']"
hinted,"['impression', 'reference', 'taste', 'whisper', 'sign', 'idea', 'evidence', 'warning', 'scent', 'information', 'tip', 'suspicion', 'reminder', 'trace', 'advice', 'clue', 'mention', 'announcement', 'symptom', 'implication', 'notion', 'communication', 'help', 'lead', 'print', 'notice', 'observation']"
warning,['threatening']
quieted,"['soft', 'silent', 'peaceful', 'reserved', 'low', 'close', 'still', 'dumb', 'quieted', 'stilled']"
stilled,"['closed', 'smooth', 'sealed', 'stable', 'fixed', 'peaceful', 'silent']"
historic,"['extraordinary', 'famous', 'important', 'significant', 'celebrated', 'outstanding', 'well-known']"
applied,"['tested', 'enforced', 'practiced', 'devoted', 'related', 'adapted', 'adjusted', 'exercised', 'utilized']"
virtual,"['basic', 'essential', 'fundamental', 'implied', 'potential', 'practical']"
using,"['working', 'testing', 'proving', 'employing', 'practicing', 'accepting', 'applying', 'adopting']"
adopting,"['use', 'support', 'accept', 'maintain', 'embrace', 'endorse', 'follow', 'approve', 'select', 'opt', 'tap', 'seize', 'assume', 'utilize', 'borrow', 'appropriate', 'adapt']"
canceled,"['remove', 'cut', 'kill', 'eliminate', 'destroy', 'break']"
laughing,"['riot', 'camp', 'entertaining', 'scream', 'fantastic', 'rich', 'ridiculous', 'unusual']"
camp,"['affected', 'pop', 'in', 'wild', 'artificial']"
swollen,[]
shrunken,"['dry', 'contracted', 'diminished', 'wrinkled']"
sexual,"['intimate', 'animal', 'loving', 'sharing']"
assaulting,"['violation', 'offensive', 'charge', 'rape', 'strike', 'invasion', 'aggression', 'advance', 'storm', 'storming']"
padded,['filled']
searching,"['curious', 'seeking', 'experimental', 'sharp']"
seeking,"['searching', 'hunting', 'pursuing']"
punishing,"['brutal', 'hard']"
newest,"['late', 'different', 'modern', 'unusual', 'contemporary', 'current', 'strange', 'unique', 'original', 'advanced', 'recent', 'distinct', 'latest', 'novel', 'unknown', 'unlike']"
conceiving,"['assume', 'believe', 'realize', 'accept', 'perceive', 'gather', 'judge', 'deem', 'expect', 'follow', 'feel', 'suspect', 'take', 'get', 'imagine', 'catch', 'dig', 'appreciate', 'suppose', 'grasp']"
civilian,['private']
military,"['army', 'fighting', 'aggressive', 'armed']"
blond,"['golden', 'gold', 'fair', 'color', 'light', 'yellow', 'straw']"
yellow,"['sneaking', 'offensive', 'low']"
sneaking,"['calculating', 'designing', 'mean', 'cunning', 'secret', 'sharp', 'subtle', 'plotting']"
crystal,[]
grander,"['large', 'imposing', 'ambitious', 'striking', 'super', 'rich', 'fine', 'excellent', 'outstanding', 'terrific']"
strongest,"['firm', 'heavy', 'secure', 'tough', 'capable', 'solid', 'big', 'able', 'steady', 'athletic', 'substantial', 'stable', 'active', 'enduring', 'fixed', 'reinforced', 'sound']"
alarmed,"['afraid', 'anxious']"
anonymous,"['secret', 'bearding']"
bearding,['brush']
scary,"['alarming', 'shocking', 'chilling']"
descending,"['sinking', 'down', 'declining']"
cornered,[]
plus,"['positive', 'additional', 'increased', 'boosted', 'expanded']"
conditioned,"['learned', 'modified']"
scented,['smelling']
angered,[]
