contented,"['satisfied', 'pleased', 'glad', 'content', 'comfortable']","['upset', 'sad', 'unhappy', 'disturbed']"
honest,"['genuine', 'fair', 'decent', 'proper', 'reliable', 'direct', 'ethical', 'just', 'open', 'plain', 'real', 'straight', 'true']","['biased', 'unfair', 'lying', 'false', 'partial']"
reliable,"['good', 'solid', 'positive', 'safe', 'steady', 'honest', 'stable', 'strong', 'decent', 'careful', 'certain', 'constant', 'determined', 'devoted', 'firm', 'loyal', 'okay', 'proved', 'responsible', 'sound', 'sure', 'tried', 'true']","['evil', 'vulnerable', 'uncertain', 'bad', 'soft', 'broken', 'weak', 'false']"
safe,"['protected', 'intact', 'secure', 'guarded', 'sheltered', 'watched', 'maintained', 'preserved', 'tended']","['vulnerable', 'dangerous', 'risky', 'exposed']"
protected,"['guarded', 'guaranteed', 'sheltered', 'covered', 'defended', 'shaded', 'immune', 'safe', 'secured', 'preserved', 'fostered']","['vulnerable', 'exposed', 'weak']"
guaranteed,"['assured', 'protected', 'endorsed', 'approved', 'confirmed', 'sealed', 'bonded', 'sure', 'secured']",['uncertain']
assured,"['settled', 'sure', 'guaranteed', 'confirmed', 'set', 'secure', 'decided', 'sealed', 'fixed', 'racked', 'ensured']","['uncertain', 'vague', 'feared', 'doubting', 'nervous', 'doubted', 'confused']"
established,"['traditional', 'settled', 'set', 'rooted', 'stable', 'fixed', 'secure', 'permanent']","['temporary', 'false']"
set,"['firm', 'bent', 'stated', 'specified', 'rooted', 'established', 'confirmed', 'pat', 'intent', 'appointed', 'regular', 'determined', 'scheduled', 'fixed', 'settled', 'certain', 'usual', 'concluded', 'agreed', 'resolved', 'arranged']","['variable', 'flexible', 'weak', 'yielding', 'moving', 'soft']"
bent,"['bowed', 'looped', 'rounded', 'hooked', 'twisted', 'round', 'angled']",['straight']
curved,"['rounded', 'twisted', 'looped', 'sweeping', 'round', 'twisting', 'turned']",['straight']
twisted,"['bent', 'twisting']","['even', 'straight', 'clear', 'simple']"
straight,"['short', 'solid', 'smooth', 'consecutive', 'even', 'right', 'vertical', 'level', 'direct', 'running', 'square', 'continuous', 'near', 'sheer', 'through', 'true']","['unfair', 'changing', 'varying', 'level', 'curved', 'disordered', 'mixed', 'broken', 'twisted', 'different']"
vertical,"['steep', 'sheer']",['level']
steep,"['sharp', 'sheer', 'high', 'raised', 'lifted']","['kind', 'calm', 'nice', 'low', 'lowered', 'gentle', 'mild', 'moderate', 'cheap']"
sheer,[],"['uncertain', 'moderate', 'slow', 'heavy', 'thick']"
complete,"['entire', 'full', 'gross', 'integrated', 'all', 'intact', 'organic', 'whole']","['lacking', 'missing', 'wanting', 'short']"
all,"['complete', 'entire', 'full', 'gross', 'perfect', 'total', 'greatest']","['none', 'zero']"
total,"['entire', 'full', 'overall', 'sheer', 'comprehensive', 'absolute', 'perfect', 'gross', 'positive', 'sweeping', 'whole', 'every']","['specific', 'restricted', 'uncertain', 'limited', 'broken', 'part', 'partial']"
overall,"['comprehensive', 'global', 'sweeping', 'blanket', 'total']","['specific', 'narrow']"
global,"['international', 'universal', 'overall', 'comprehensive', 'blanket', 'general', 'grand', 'sweeping', 'total', 'world']","['local', 'specific', 'individual', 'particular', 'limited']"
international,"['universal', 'global', 'foreign', 'world']","['local', 'national']"
universal,"['broad', 'global', 'common', 'comprehensive', 'extensive', 'general', 'regular', 'sweeping', 'total', 'whole', 'accepted', 'all', 'usual', 'widespread']","['restricted', 'specific', 'exclusive', 'individual', 'extraordinary', 'unusual', 'local', 'rare', 'limited', 'narrow', 'particular', 'partial']"
common,"['accepted', 'natural', 'simple', 'familiar', 'universal', 'routine', 'prevailing', 'everyday', 'frequent', 'typical', 'plain', 'daily', 'standard', 'current', 'regular', 'characteristic', 'general', 'stock', 'casual', 'conventional', 'informal', 'stereotyped', 'usual']","['unusual', 'extraordinary', 'valuable', 'excellent', 'rare', 'different', 'original', 'high', 'sophisticated', 'superior']"
accepted,"['established', 'confirmed', 'sanctioned', 'received', 'welcomed', 'universal', 'acknowledged', 'conventional', 'recognized', 'popular', 'preferred', 'endorsed', 'approved', 'authorized', 'chosen', 'current', 'normal', 'regular', 'standard', 'usual', 'credited', 'okayed', 'passed', 'allowed']","['unusual', 'different']"
confirmed,"['settled', 'accepted', 'proved', 'worn', 'seasoned', 'fixed', 'chronic', 'staid', 'valid']",[]
approved,"['recognized', 'sanctioned', 'supported', 'authorized', 'backed', 'accepted', 'endorsed', 'permitted', 'chosen', 'certain', 'passed', 'allowed', 'proven']","['refused', 'uncertain']"
sanctioned,"['permitted', 'accepted', 'approved', 'licensed', 'confirmed', 'allowed', 'okayed']",['refused']
permitted,"['sanctioned', 'acceptable', 'licensed', 'authorized', 'approved', 'okay', 'favored', 'let', 'allowed', 'consented', 'tolerated', 'chartered', 'conceded']","['prohibited', 'refused', 'denied']"
licensed,"['approved', 'permitted', 'allowed']",['refused']
refused,"['forbidden', 'rejected', 'prohibited', 'dismissed', 'banned', 'denied', 'blocked']","['permitted', 'allowed']"
forbidden,"['banned', 'refused', 'closed']","['approved', 'authorized', 'permitted', 'sanctioned', 'allowed']"
illegal,"['banned', 'prohibited', 'criminal', 'forbidden', 'violating']","['ethical', 'legal', 'authorized', 'permitted', 'legitimate', 'moral', 'good', 'right', 'blessed', 'allowed']"
prohibited,"['restricted', 'banned', 'illegal', 'refused', 'barred']","['legal', 'legitimate', 'moral', 'permitted', 'good', 'right', 'allowed']"
restricted,"['controlled', 'closed', 'reduced', 'surrounded', 'bound', 'frustrated', 'prevented', 'modified', 'governed', 'stopped', 'small', 'defined', 'secured', 'barred', 'blocked', 'narrowed', 'checked', 'stayed', 'moderated', 'decreased', 'chained', 'diminished']",['free']
closed,"['locked', 'sealed', 'dark', 'folded']","['running', 'working', 'continuing', 'started', 'welcoming', 'open', 'beginning', 'starting']"
sealed,"['fixed', 'closed', 'firm', 'shut', 'tight']",['open']
fixed,"['established', 'locked', 'hooked', 'tight', 'settled', 'firm', 'set', 'secure', 'quiet', 'fast', 'located', 'stable', 'still', 'rooted', 'solid', 'stiff', 'nailed', 'attached']","['variable', 'flexible', 'loose', 'soft', 'moving', 'broken']"
absorbed,"['involved', 'engaged', 'fixed', 'lost', 'held', 'intent', 'consumed']","['bored', 'existing', 'distracted']"
engaged,"['hooked', 'committed', 'intended', 'steady', 'bound', 'future', 'contracted', 'pinned', 'ringed']",['available']
committed,"['devoted', 'bound', 'attached']",[]
devoted,"['dedicated', 'concerned', 'dear', 'loving', 'constant', 'caring', 'true']",['false']
dedicated,"['devoted', 'committed', 'sworn']",[]
bound,"['firm', 'forced', 'made', 'bent', 'urged', 'required', 'driven', 'intent', 'pressed', 'certain', 'sure', 'contracted', 'compelled']","['permitted', 'allowed', 'free']"
forced,"['enforced', 'affected', 'binding', 'bound', 'labored', 'slave', 'artificial', 'stiff', 'wooden', 'compelled', 'false']",['voluntary']
required,"['enforced', 'appropriate', 'needed', 'recommended', 'vital', 'set', 'right', 'deserved', 'due', 'essential', 'just', 'suitable', 'demanded']",['voluntary']
deserved,"['proper', 'right', 'fit', 'appropriate', 'fitting', 'due', 'just', 'suitable', 'earned', 'justified']",['excessive']
fit,"['wise', 'capable', 'able', 'prepared', 'qualified', 'happy', 'right', 'becoming', 'due', 'fitting', 'correspondent', 'deserving', 'trained', 'equipped', 'ready', 'meet', 'adapted', 'correct', 'fitted', 'adequate', 'favorable', 'just', 'likely', 'proper']","['stupid', 'unable', 'wrong', 'poor', 'weak']"
becoming,"['welcome', 'fair', 'acceptable', 'attractive', 'beautiful', 'cute', 'effective', 'excellent', 'handsome', 'neat', 'nice', 'pretty', 'enhancing']",['ugly']
welcome,"['pleasant', 'satisfying', 'pleasing', 'wanted', 'honored', 'good', 'accepted', 'nice', 'acceptable', 'favorable', 'grateful', 'appreciated', 'invited', 'desired', 'contenting']",['bad']
pleasing,"['satisfying', 'sweet', 'favorable', 'charming', 'pleasant', 'attractive', 'engaging', 'entertaining', 'good', 'welcome', 'winning', 'musical', 'grateful', 'suitable']","['horrible', 'boring', 'tiring', 'unhappy', 'bitter', 'mean', 'ugly', 'bad', 'offensive', 'nasty']"
favorable,"['positive', 'encouraging', 'supportive', 'kind', 'okay', 'understanding', 'welcoming']","['bad', 'hurting']"
kind,"['gentle', 'friendly', 'loving', 'understanding', 'big', 'mild']","['cruel', 'cold', 'cool', 'mean', 'hard', 'harsh', 'rough', 'severe', 'nasty', 'violent', 'bad', 'bitter']"
friendly,"['good', 'helpful', 'familiar', 'loyal', 'favorable', 'peaceful', 'loving', 'welcoming', 'kind', 'tender', 'close', 'thick', 'civil', 'attached']","['hostile', 'cold', 'cool', 'hurting', 'bad', 'mean', 'distant', 'reserved', 'loose']"
familiar,"['simple', 'usual', 'intimate', 'natural', 'plain', 'household', 'domestic', 'routine', 'ordinary', 'native', 'stock', 'conventional', 'everyday', 'frequent', 'informal', 'known', 'repeated']","['unusual', 'extraordinary', 'industrial', 'alien', 'unknown', 'different', 'business', 'foreign', 'original', 'new', 'strange', 'cold', 'cool', 'distant', 'reserved']"
usual,"['conventional', 'constant', 'normal', 'familiar', 'natural', 'current', 'regular', 'routine', 'expected', 'everyday', 'frequent', 'prevailing', 'accepted', 'average', 'chronic', 'fixed', 'general', 'mainstream', 'ordinary', 'plain', 'plastic', 'standard', 'stock']","['unusual', 'occasional', 'foreign', 'strange', 'different', 'new', 'original', 'rare']"
routine,"['conventional', 'normal', 'regular', 'ordinary', 'everyday', 'usual', 'familiar', 'standard', 'plain', 'general', 'accepted', 'chronic', 'typical']","['unusual', 'variable', 'extraordinary', 'special', 'breaking', 'strange', 'different', 'original']"
ordinary,"['traditional', 'typical', 'natural', 'everyday', 'normal', 'familiar', 'routine', 'general', 'standard', 'public', 'stock', 'established', 'frequent', 'popular', 'prevailing', 'settled', 'usual']","['unusual', 'unknown', 'specific', 'extraordinary', 'distinctive', 'remarkable', 'special', 'different', 'original', 'particular']"
typical,"['classic', 'normal', 'symbolic', 'regular', 'common', 'natural', 'ordinary', 'average', 'characteristic', 'classical', 'essential', 'everyday', 'expected', 'general', 'ideal', 'model', 'representative', 'standard', 'stock', 'patterned']","['unusual', 'extraordinary', 'rare', 'different']"
classic,"['simple', 'usual', 'typical', 'representative', 'standard']","['unusual', 'different']"
representative,"['classic', 'model', 'classical', 'ideal', 'symbolic']",['different']
model,"['perfect', 'classical', 'classic', 'standard', 'copy', 'representative', 'typical', 'very']","['unusual', 'different']"
classical,"['classic', 'academic']","['complicated', 'modern']"
standard,"['accepted', 'classic', 'normal', 'common', 'basic', 'usual', 'typical', 'set', 'average', 'official', 'general', 'regulation', 'stock', 'established', 'everyday', 'popular', 'prevailing', 'recognized']","['unusual', 'extraordinary', 'rare', 'different']"
basic,"['necessary', 'primary', 'underlying', 'key', 'main', 'vital', 'essential', 'radical', 'chief', 'principal', 'central', 'capital', 'inherent']","['minor', 'extra', 'additional', 'secondary', 'outside']"
underlying,"['hidden', 'basic', 'prime', 'bottom', 'root', 'critical', 'crucial', 'elementary', 'essential', 'necessary', 'primary', 'radical', 'vital']",['secondary']
bottom,"['last', 'radical', 'basement', 'primary', 'underlying', 'base', 'basic', 'ground', 'lowest']","['highest', 'top', 'secondary']"
last,"['curtains', 'end', 'far', 'least', 'ending', 'ultimate', 'concluding', 'closing', 'latest', 'extreme', 'farthest', 'furthest', 'lowest', 'finishing', 'meanest', 'most recent', 'remotest']","['middle', 'front', 'initial', 'oldest', 'primary', 'moderate', 'beginning', 'opening', 'first', 'starting']"
distant,"['remote', 'far', 'isolated', 'removed', 'abroad', 'abstracted', 'apart', 'away', 'farther', 'further', 'retired', 'secret', 'separate', 'ways']","['nearby', 'neighboring', 'friendly', 'kind', 'public', 'close', 'near', 'warm']"
isolated,"['unusual', 'lonely', 'remote', 'deserted', 'hidden', 'retired', 'abandoned', 'screened', 'single', 'withdrawn', 'alone', 'apart', 'random', 'special']","['included', 'open', 'close', 'incorporated', 'public']"
lonely,"['isolated', 'deserted', 'homeless', 'empty', 'abandoned', 'alone', 'apart', 'down', 'left', 'rejected', 'single', 'withdrawn']","['loved', 'close', 'frequented']"
deserted,"['isolated', 'lonely', 'empty', 'bare', 'left']","['used', 'pleased', 'filled', 'productive', 'crowded', 'happy', 'full', 'busy']"
empty,"['dry', 'deserted', 'bare', 'blank', 'abandoned', 'lacking', 'exhausted', 'dead', 'desert', 'wanting', 'waste', 'clear']","['aware', 'filled', 'sufficient', 'entire', 'satisfied', 'productive', 'full', 'occupied', 'busy', 'complete', 'effective']"
dry,"['bare', 'drained', 'exhausted', 'desert', 'baked', 'hard']","['wet', 'soaked', 'exciting', 'interesting', 'full']"
bare,"['naked', 'uncovered', 'exposed', 'stripped', 'peeled']","['private', 'secret', 'covered', 'full', 'decorated']"
naked,"['exposed', 'raw', 'bare', 'natural', 'open', 'stripped', 'uncovered', 'vulnerable', 'bared', 'peeled']","['hidden', 'covered', 'decorated', 'strong', 'private', 'secret']"
exposed,"['uncovered', 'discovered', 'naked', 'bare', 'shown', 'open', 'caught', 'stripped', 'exhibited', 'clear', 'apparent', 'evident', 'visible', 'resolved', 'defined', 'solved', 'disclosed', 'peeled', 'bared', 'revealed']","['hidden', 'vague', 'guarded', 'protected', 'closed', 'blocked', 'private', 'secret', 'safe', 'sheltered']"
discovered,"['invented', 'exposed', 'spotted', 'perceived', 'opened', 'presented', 'shown', 'recognized', 'observed', 'sighted', 'learned', 'famous', 'real', 'well-known', 'detected', 'disclosed', 'identified', 'explored', 'revealed']","['hidden', 'lost']"
invented,"['assumed', 'imagined', 'made', 'fashioned', 'artificial', 'fantastic', 'romantic', 'created', 'false']","['real', 'true', 'genuine']"
assumed,"['affected', 'pretended', 'artificial', 'false']","['real', 'unexpected', 'genuine', 'true', 'natural']"
affected,"['impressed', 'concerned', 'damaged', 'touched', 'troubled', 'overwhelmed', 'injured', 'influenced', 'altered', 'changed', 'upset', 'stimulated', 'tender', 'excited', 'sorry', 'stirred']","['collected', 'OK', 'healthy', 'calm', 'happy', 'hard', 'kept']"
damaged,"['injured', 'gone', 'shot', 'bent', 'hurt', 'down', 'sunk', 'totaled']","['healthy', 'OK', 'repaired', 'working', 'fixed', 'perfect']"
gone,"['retired', 'departed', 'moved', 'spent', 'ended', 'done', 'traveling', 'withdrawn', 'quit', 'removed', 'lacking', 'split', 'vanished', 'missing', 'finished', 'lost', 'transferred', 'left', 'away', 'dead', 'over', 'past', 'passed', 'shifted', 'disappeared', 'flown', 'consumed', 'dissolved']","['sufficient', 'stored', 'existing', 'living', 'current', 'working', 'saved', 'found', 'present', 'alive', 'around']"
retired,"['resigned', 'elderly']","['employed', 'working', 'active']"
elderly,"['aging', 'aged', 'old', 'retired', 'ancient', 'tired', 'declining']","['young', 'new', 'youth']"
aged,"['elderly', 'gray', 'ancient', 'worn']","['modern', 'young', 'new', 'recent', 'fresh']"
neutral,"['calm', 'cool', 'clinical', 'collected', 'easy', 'relaxed']","['biased', 'interested', 'excited', 'concerned', 'involved', 'decided', 'partial', 'bright', 'loud', 'strong']"
calm,"['slow', 'smooth', 'mild', 'cool', 'still', 'rural']","['excited', 'nervous', 'fierce', 'angry', 'worried', 'rough', 'harsh', 'violent', 'wild', 'mad']"
mild,"['delicate', 'peaceful', 'sunny', 'warm', 'weak', 'calm', 'smooth', 'moderate', 'soft', 'cool', 'choice', 'clear', 'easy', 'faint', 'fine', 'flat', 'light', 'medium', 'nothing']","['healthy', 'excited', 'upset', 'fierce', 'nervous', 'cold', 'hot', 'harsh', 'rough', 'strong', 'violent', 'severe', 'firm', 'loud', 'wild', 'hard']"
peaceful,"['steady', 'smooth', 'quiet', 'neutral', 'calm', 'collected', 'composed', 'constant', 'gentle', 'level', 'still']","['excited', 'broken', 'rough', 'loud', 'violent', 'wild', 'disturbed']"
collected,"['possessed', 'still', 'cool', 'quiet', 'confident', 'easy', 'peaceful', 'sure', 'together']","['excited', 'upset', 'worried']"
